dataset,neuron,mean,cov,mean_std,cov_std,mean_0,cov_0,jitter_0,loc_0,jitter,loc,jitter_std,loc_std,single_trial_correlation,cell_id
Dataset 05,79,[nan nan],"[[ 0.02  0.  ]
 [ 0.02 -0.  ]]",[nan nan],"[[0.04 0.  ]
 [0.03 0.  ]]",[nan nan],"[[ 0.1   0.01]
 [ 0.09 -0.01]]",[ 0.01 -0.  ],[nan nan],[ 0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0079
Dataset 05,80,[nan nan],"[[ 0.01 -0.  ]
 [-0.01  0.02]]",[nan nan],"[[0.02 0.01]
 [0.01 0.04]]",[nan nan],"[[ 0.04 -0.01]
 [-0.03  0.11]]",[0.   0.03],[nan nan],[0.   0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0080
Dataset 05,81,[nan nan],"[[-0.    0.02]
 [-0.02  0.02]]",[nan nan],"[[0.01 0.04]
 [0.05 0.05]]",[nan nan],"[[-0.02  0.11]
 [-0.12  0.12]]",[-0.02 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0081
Dataset 05,82,[nan nan],"[[-0.01  0.03]
 [-0.02 -0.02]]",[nan nan],"[[0.02 0.05]
 [0.05 0.04]]",[nan nan],"[[-0.06  0.13]
 [-0.12 -0.1 ]]",[-0.05 -0.04],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0082
Dataset 05,83,[nan nan],"[[-0.02 -0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.05 0.03]
 [0.02 0.03]]",[nan nan],"[[-0.12 -0.06]
 [-0.06 -0.08]]",[ 0.01 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0083
Dataset 05,84,[nan nan],"[[ 0.02  0.02]
 [ 0.03 -0.03]]",[nan nan],"[[0.03 0.04]
 [0.05 0.05]]",[nan nan],"[[ 0.09  0.1 ]
 [ 0.14 -0.14]]",[ 0.02 -0.  ],[nan nan],[ 0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0084
Dataset 05,85,[nan nan],"[[-0.01 -0.02]
 [-0.    0.01]]",[nan nan],"[[0.02 0.04]
 [0.   0.03]]",[nan nan],"[[-0.06 -0.1 ]
 [-0.01  0.07]]",[-0.01 -0.02],[nan nan],[-0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0085
Dataset 05,86,[nan nan],"[[-0.02 -0.01]
 [-0.02  0.01]]",[nan nan],"[[0.04 0.03]
 [0.04 0.03]]",[nan nan],"[[-0.1  -0.07]
 [-0.11  0.07]]",[ 0.   -0.01],[nan nan],[ 0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0086
Dataset 05,87,[nan nan],"[[ 0.   -0.01]
 [ 0.02 -0.03]]",[nan nan],"[[0.   0.03]
 [0.04 0.05]]",[nan nan],"[[ 0.   -0.07]
 [ 0.09 -0.14]]",[ 0.04 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0087
Dataset 05,88,[nan nan],"[[ 0.    0.01]
 [-0.01  0.02]]",[nan nan],"[[0.01 0.02]
 [0.03 0.05]]",[nan nan],"[[ 0.02  0.06]
 [-0.07  0.12]]",[-0.03 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0088
Dataset 05,89,[nan nan],"[[-0.02 -0.01]
 [-0.01  0.01]]",[nan nan],"[[0.05 0.03]
 [0.02 0.02]]",[nan nan],"[[-0.11 -0.07]
 [-0.05  0.05]]",[0.   0.04],[nan nan],[0.   0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0089
Dataset 05,90,[nan nan],"[[-0.02  0.01]
 [ 0.    0.02]]",[nan nan],"[[0.04 0.01]
 [0.   0.04]]",[nan nan],"[[-0.1   0.03]
 [ 0.01  0.09]]",[ 0.02 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0090
Dataset 05,91,[nan nan],"[[ 0.01 -0.02]
 [ 0.    0.02]]",[nan nan],"[[0.02 0.04]
 [0.   0.04]]",[nan nan],"[[ 0.05 -0.1 ]
 [ 0.    0.09]]",[ 0.02 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0091
Dataset 05,92,[nan nan],"[[-0.02  0.02]
 [ 0.01  0.  ]]",[nan nan],"[[0.04 0.03]
 [0.02 0.01]]",[nan nan],"[[-0.1   0.08]
 [ 0.05  0.02]]",[0.04 0.04],[nan nan],[0.01 0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0092
Dataset 05,93,[nan nan],"[[-0.02 -0.02]
 [-0.03 -0.02]]",[nan nan],"[[0.04 0.04]
 [0.05 0.03]]",[nan nan],"[[-0.09 -0.1 ]
 [-0.14 -0.08]]",[0.02 0.  ],[nan nan],[0. 0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0093
Dataset 05,94,[nan nan],"[[ 0.01 -0.  ]
 [-0.    0.02]]",[nan nan],"[[0.02 0.  ]
 [0.01 0.03]]",[nan nan],"[[ 0.04 -0.  ]
 [-0.02  0.08]]",[-0.02  0.  ],[nan nan],[-0.  0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0094
Dataset 05,95,[nan nan],"[[ 0.   -0.01]
 [-0.01 -0.01]]",[nan nan],"[[0.   0.01]
 [0.02 0.03]]",[nan nan],"[[ 0.01 -0.03]
 [-0.06 -0.07]]",[-0.03 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0095
Dataset 05,96,[nan nan],"[[0.01 0.02]
 [0.02 0.01]]",[nan nan],"[[0.03 0.03]
 [0.03 0.02]]",[nan nan],"[[0.07 0.08]
 [0.08 0.05]]",[0.02 0.04],[nan nan],[0.   0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0096
Dataset 05,97,[nan nan],"[[-0.02  0.01]
 [ 0.02  0.02]]",[nan nan],"[[0.05 0.02]
 [0.03 0.04]]",[nan nan],"[[-0.12  0.04]
 [ 0.08  0.1 ]]",[-0.01  0.01],[nan nan],[-0.  0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0097
Dataset 05,98,[nan nan],"[[-0.01 -0.02]
 [ 0.01  0.01]]",[nan nan],"[[0.02 0.04]
 [0.03 0.02]]",[nan nan],"[[-0.05 -0.09]
 [ 0.07  0.05]]",[-0.04 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0098
Dataset 05,99,[nan nan],"[[-0.03 -0.01]
 [ 0.02 -0.02]]",[nan nan],"[[0.05 0.02]
 [0.05 0.04]]",[nan nan],"[[-0.14 -0.04]
 [ 0.12 -0.09]]",[-0.03 -0.03],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0099
Dataset 05,100,[nan nan],"[[ 0.02  0.01]
 [-0.01  0.02]]",[nan nan],"[[0.05 0.03]
 [0.02 0.03]]",[nan nan],"[[ 0.12  0.07]
 [-0.05  0.08]]",[-0.   -0.04],[nan nan],[-0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0100
Dataset 05,101,[nan nan],"[[-0.    0.02]
 [ 0.02  0.03]]",[nan nan],"[[0.   0.05]
 [0.03 0.05]]",[nan nan],"[[-0.01  0.12]
 [ 0.08  0.14]]",[ 0.01 -0.02],[nan nan],[ 0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0101
Dataset 05,102,[nan nan],"[[-0.   -0.02]
 [ 0.01 -0.01]]",[nan nan],"[[0.01 0.04]
 [0.01 0.01]]",[nan nan],"[[-0.02 -0.1 ]
 [ 0.03 -0.04]]",[-0.02 -0.  ],[nan nan],[-0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0102
Dataset 05,103,[nan nan],"[[ 0.    0.01]
 [-0.    0.02]]",[nan nan],"[[0.01 0.03]
 [0.01 0.04]]",[nan nan],"[[ 0.01  0.07]
 [-0.02  0.11]]",[-0.02  0.03],[nan nan],[-0.    0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0103
Dataset 05,104,[nan nan],"[[-0.   -0.  ]
 [-0.02 -0.01]]",[nan nan],"[[0.01 0.  ]
 [0.04 0.02]]",[nan nan],"[[-0.02 -0.01]
 [-0.11 -0.06]]",[0.01 0.03],[nan nan],[0.   0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0104
Dataset 05,105,[nan nan],"[[-0.01 -0.02]
 [-0.02 -0.02]]",[nan nan],"[[0.02 0.03]
 [0.04 0.04]]",[nan nan],"[[-0.05 -0.08]
 [-0.1  -0.1 ]]",[-0.01 -0.  ],[nan nan],[-0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0105
Dataset 05,106,[nan nan],"[[-0.03 -0.01]
 [-0.02  0.02]]",[nan nan],"[[0.06 0.02]
 [0.04 0.04]]",[nan nan],"[[-0.14 -0.04]
 [-0.1   0.1 ]]",[ 0.02 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0106
Dataset 05,107,[nan nan],"[[ 0.03 -0.02]
 [-0.    0.03]]",[nan nan],"[[0.05 0.03]
 [0.   0.06]]",[nan nan],"[[ 0.14 -0.08]
 [-0.01  0.14]]",[ 0.04 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0107
Dataset 05,108,[nan nan],"[[-0.01 -0.02]
 [-0.03  0.02]]",[nan nan],"[[0.01 0.05]
 [0.05 0.03]]",[nan nan],"[[-0.03 -0.12]
 [-0.13  0.09]]",[-0.01 -0.02],[nan nan],[-0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0108
Dataset 05,109,[nan nan],"[[ 0.02  0.01]
 [-0.01 -0.02]]",[nan nan],"[[0.04 0.02]
 [0.02 0.04]]",[nan nan],"[[ 0.11  0.04]
 [-0.05 -0.11]]",[ 0.02 -0.02],[nan nan],[ 0. -0.],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0109
Dataset 05,110,[nan nan],"[[ 0.01  0.02]
 [-0.01  0.01]]",[nan nan],"[[0.02 0.03]
 [0.02 0.01]]",[nan nan],"[[ 0.05  0.08]
 [-0.04  0.03]]",[ 0.03 -0.04],[nan nan],[ 0.01 -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0110
Dataset 05,111,[nan nan],"[[ 0.02  0.01]
 [-0.03 -0.01]]",[nan nan],"[[0.04 0.01]
 [0.06 0.01]]",[nan nan],"[[ 0.11  0.04]
 [-0.14 -0.03]]",[0.04 0.05],[nan nan],[0.01 0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0111
Dataset 05,112,[nan nan],"[[ 0.02  0.  ]
 [-0.02 -0.02]]",[nan nan],"[[0.04 0.  ]
 [0.05 0.04]]",[nan nan],"[[ 0.11  0.  ]
 [-0.12 -0.09]]",[ 0.01 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0112
Dataset 05,113,[nan nan],"[[-0.02 -0.02]
 [-0.01  0.  ]]",[nan nan],"[[0.04 0.03]
 [0.01 0.  ]]",[nan nan],"[[-0.09 -0.08]
 [-0.04  0.01]]",[-0.04  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0113
Dataset 05,114,[nan nan],"[[-0.   -0.03]
 [-0.01  0.03]]",[nan nan],"[[0.   0.06]
 [0.03 0.06]]",[nan nan],"[[-0.01 -0.14]
 [-0.07  0.14]]",[0.05 0.05],[nan nan],[0.01 0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0114
Dataset 05,115,[nan nan],"[[ 0.02  0.02]
 [-0.02  0.02]]",[nan nan],"[[0.03 0.04]
 [0.04 0.04]]",[nan nan],"[[ 0.08  0.11]
 [-0.09  0.1 ]]",[ 0.02 -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0115
Dataset 05,116,[nan nan],"[[ 0.01 -0.01]
 [-0.03  0.01]]",[nan nan],"[[0.03 0.03]
 [0.05 0.03]]",[nan nan],"[[ 0.07 -0.06]
 [-0.13  0.07]]",[-0.05 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0116
Dataset 05,117,[nan nan],"[[ 0.01 -0.02]
 [ 0.    0.02]]",[nan nan],"[[0.01 0.05]
 [0.   0.04]]",[nan nan],"[[ 0.04 -0.11]
 [ 0.    0.1 ]]",[-0.03  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0117
Dataset 05,118,[nan nan],"[[-0.01  0.02]
 [ 0.01 -0.  ]]",[nan nan],"[[0.02 0.04]
 [0.02 0.  ]]",[nan nan],"[[-0.06  0.11]
 [ 0.04 -0.  ]]",[-0.03  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0118
Dataset 05,119,[nan nan],"[[-0.02  0.01]
 [-0.02 -0.02]]",[nan nan],"[[0.04 0.03]
 [0.04 0.04]]",[nan nan],"[[-0.1   0.07]
 [-0.11 -0.1 ]]",[-0.04 -0.02],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0119
Dataset 05,120,[nan nan],"[[ 0.03 -0.01]
 [ 0.02 -0.01]]",[nan nan],"[[0.05 0.02]
 [0.04 0.02]]",[nan nan],"[[ 0.14 -0.05]
 [ 0.09 -0.05]]",[ 0.01 -0.  ],[nan nan],[ 0. -0.],[nan nan],[0. 0.],[nan nan],0.0,LPE10885_2023_10_20_4_0120
Dataset 05,121,[nan nan],"[[-0.01  0.  ]
 [-0.02  0.01]]",[nan nan],"[[0.02 0.  ]
 [0.04 0.03]]",[nan nan],"[[-0.05  0.01]
 [-0.11  0.07]]",[ 0.04 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0121
Dataset 05,122,[nan nan],"[[-0.    0.01]
 [-0.    0.02]]",[nan nan],"[[0.   0.02]
 [0.   0.05]]",[nan nan],"[[-0.01  0.04]
 [-0.    0.11]]",[ 0.04 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0122
Dataset 05,123,[nan nan],"[[ 0.03  0.02]
 [-0.   -0.01]]",[nan nan],"[[0.05 0.03]
 [0.01 0.01]]",[nan nan],"[[ 0.13  0.08]
 [-0.02 -0.03]]",[-0.02  0.04],[nan nan],[-0.    0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0123
Dataset 05,124,[nan nan],"[[ 0.02 -0.01]
 [-0.02 -0.  ]]",[nan nan],"[[0.05 0.01]
 [0.03 0.01]]",[nan nan],"[[ 0.12 -0.03]
 [-0.08 -0.02]]",[-0.03  0.02],[nan nan],[-0.01  0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0124
Dataset 05,125,[nan nan],"[[ 0.01  0.01]
 [-0.02 -0.  ]]",[nan nan],"[[0.01 0.02]
 [0.04 0.  ]]",[nan nan],"[[ 0.03  0.06]
 [-0.11 -0.01]]",[-0.05 -0.05],[nan nan],[-0.01 -0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0125
Dataset 05,126,[nan nan],"[[ 0.01 -0.02]
 [-0.   -0.03]]",[nan nan],"[[0.02 0.04]
 [0.   0.05]]",[nan nan],"[[ 0.04 -0.11]
 [-0.01 -0.13]]",[ 0.02 -0.03],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0126
Dataset 05,127,[nan nan],"[[-0.    0.02]
 [-0.    0.01]]",[nan nan],"[[0.01 0.05]
 [0.   0.02]]",[nan nan],"[[-0.02  0.11]
 [-0.    0.06]]",[ 0.   -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0127
Dataset 05,128,[nan nan],"[[-0.01 -0.  ]
 [-0.01 -0.  ]]",[nan nan],"[[0.02 0.  ]
 [0.03 0.01]]",[nan nan],"[[-0.04 -0.01]
 [-0.07 -0.02]]",[ 0.02 -0.01],[nan nan],[ 0. -0.],[nan nan],[0.01 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0128
Dataset 05,129,[nan nan],"[[-0.01 -0.01]
 [-0.   -0.01]]",[nan nan],"[[0.03 0.02]
 [0.01 0.02]]",[nan nan],"[[-0.07 -0.05]
 [-0.02 -0.05]]",[-0.02 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0129
Dataset 05,130,[nan nan],"[[ 0.01  0.02]
 [ 0.02 -0.  ]]",[nan nan],"[[0.01 0.03]
 [0.05 0.01]]",[nan nan],"[[ 0.03  0.08]
 [ 0.12 -0.02]]",[-0.01  0.03],[nan nan],[-0.    0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0130
Dataset 05,131,[nan nan],"[[ 0.03  0.01]
 [-0.03  0.02]]",[nan nan],"[[0.05 0.01]
 [0.05 0.03]]",[nan nan],"[[ 0.13  0.04]
 [-0.14  0.08]]",[0.01 0.02],[nan nan],[0. 0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0131
Dataset 05,132,[nan nan],"[[-0.01  0.02]
 [-0.01 -0.01]]",[nan nan],"[[0.02 0.04]
 [0.03 0.02]]",[nan nan],"[[-0.05  0.11]
 [-0.06 -0.04]]",[0.05 0.05],[nan nan],[0.01 0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0132
Dataset 05,133,[nan nan],"[[-0.02  0.02]
 [-0.02 -0.01]]",[nan nan],"[[0.05 0.03]
 [0.03 0.02]]",[nan nan],"[[-0.12  0.08]
 [-0.08 -0.06]]",[-0.01  0.05],[nan nan],[-0.    0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0133
Dataset 05,134,[nan nan],"[[-0.01 -0.02]
 [-0.02  0.  ]]",[nan nan],"[[0.02 0.04]
 [0.04 0.  ]]",[nan nan],"[[-0.05 -0.1 ]
 [-0.1   0.01]]",[-0.01 -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0134
Dataset 05,135,[nan nan],"[[-0.02 -0.01]
 [ 0.01  0.03]]",[nan nan],"[[0.03 0.01]
 [0.02 0.05]]",[nan nan],"[[-0.08 -0.03]
 [ 0.05  0.13]]",[-0.05  0.05],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0135
Dataset 05,136,[nan nan],"[[-0.01  0.02]
 [-0.    0.01]]",[nan nan],"[[0.03 0.05]
 [0.01 0.01]]",[nan nan],"[[-0.07  0.12]
 [-0.02  0.03]]",[-0.02 -0.05],[nan nan],[-0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0136
Dataset 05,137,[nan nan],"[[ 0.   -0.  ]
 [ 0.01  0.02]]",[nan nan],"[[0.01 0.01]
 [0.01 0.04]]",[nan nan],"[[ 0.02 -0.02]
 [ 0.03  0.11]]",[-0.01 -0.04],[nan nan],[-0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0137
Dataset 05,138,[nan nan],"[[-0.01 -0.03]
 [-0.    0.01]]",[nan nan],"[[0.01 0.05]
 [0.   0.02]]",[nan nan],"[[-0.04 -0.13]
 [-0.    0.04]]",[ 0.01 -0.02],[nan nan],[ 0. -0.],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0138
Dataset 05,139,[nan nan],"[[ 0.   -0.01]
 [-0.02  0.01]]",[nan nan],"[[0.   0.02]
 [0.05 0.01]]",[nan nan],"[[ 0.01 -0.05]
 [-0.12  0.03]]",[-0.   -0.03],[nan nan],[-0.   -0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0139
Dataset 05,140,[nan nan],"[[-0.   -0.02]
 [-0.03 -0.02]]",[nan nan],"[[0.   0.03]
 [0.06 0.03]]",[nan nan],"[[-0.   -0.08]
 [-0.14 -0.08]]",[ 0.03 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0140
Dataset 05,141,[nan nan],"[[ 0.01  0.02]
 [-0.01  0.03]]",[nan nan],"[[0.02 0.04]
 [0.03 0.05]]",[nan nan],"[[ 0.06  0.1 ]
 [-0.07  0.13]]",[ 0.04 -0.03],[nan nan],[ 0.01 -0.01],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0141
Dataset 05,142,[nan nan],"[[-0.02  0.01]
 [ 0.02  0.01]]",[nan nan],"[[0.04 0.03]
 [0.04 0.02]]",[nan nan],"[[-0.1   0.07]
 [ 0.09  0.06]]",[ 0.01 -0.05],[nan nan],[ 0.   -0.01],[nan nan],[0.01 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0142
Dataset 05,143,[nan nan],"[[ 0.01 -0.01]
 [ 0.02  0.  ]]",[nan nan],"[[0.02 0.02]
 [0.05 0.  ]]",[nan nan],"[[ 0.05 -0.04]
 [ 0.12  0.  ]]",[0.05 0.02],[nan nan],[0.01 0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0143
Dataset 05,144,[nan nan],"[[-0.    0.01]
 [-0.01  0.02]]",[nan nan],"[[0.01 0.01]
 [0.02 0.04]]",[nan nan],"[[-0.02  0.03]
 [-0.05  0.09]]",[ 0.03 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0144
Dataset 05,145,[nan nan],"[[-0.   -0.02]
 [-0.01 -0.03]]",[nan nan],"[[0.01 0.05]
 [0.02 0.06]]",[nan nan],"[[-0.02 -0.12]
 [-0.05 -0.14]]",[0.05 0.05],[nan nan],[0.01 0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0145
Dataset 05,146,[nan nan],"[[-0.01 -0.03]
 [ 0.02  0.  ]]",[nan nan],"[[0.02 0.05]
 [0.04 0.01]]",[nan nan],"[[-0.05 -0.13]
 [ 0.1   0.02]]",[-0.04 -0.01],[nan nan],[-0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0146
Dataset 05,147,[nan nan],"[[ 0.03  0.01]
 [-0.02 -0.01]]",[nan nan],"[[0.05 0.02]
 [0.04 0.03]]",[nan nan],"[[ 0.13  0.05]
 [-0.09 -0.07]]",[ 0.05 -0.01],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0147
Dataset 05,148,[nan nan],"[[-0.02 -0.03]
 [ 0.02 -0.02]]",[nan nan],"[[0.03 0.05]
 [0.04 0.03]]",[nan nan],"[[-0.09 -0.14]
 [ 0.1  -0.08]]",[ 0.05 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.02 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0148
Dataset 05,149,[nan nan],"[[-0.   -0.01]
 [-0.02  0.02]]",[nan nan],"[[0.01 0.01]
 [0.04 0.03]]",[nan nan],"[[-0.02 -0.03]
 [-0.09  0.08]]",[-0.04  0.01],[nan nan],[-0.01  0.  ],[nan nan],[0.02 0.  ],[nan nan],0.0,LPE10885_2023_10_20_4_0149
Dataset 05,150,[nan nan],"[[-0.03 -0.01]
 [-0.02 -0.  ]]",[nan nan],"[[0.06 0.01]
 [0.03 0.  ]]",[nan nan],"[[-0.14 -0.03]
 [-0.08 -0.  ]]",[-0.03  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0150
Dataset 05,151,[nan nan],"[[-0.   -0.  ]
 [ 0.02 -0.01]]",[nan nan],"[[0.01 0.  ]
 [0.04 0.03]]",[nan nan],"[[-0.02 -0.01]
 [ 0.09 -0.07]]",[ 0.   -0.04],[nan nan],[ 0.   -0.01],[nan nan],[0.   0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0151
Dataset 05,152,[nan nan],"[[-0.02  0.02]
 [ 0.02  0.01]]",[nan nan],"[[0.04 0.04]
 [0.04 0.03]]",[nan nan],"[[-0.11  0.09]
 [ 0.09  0.07]]",[ 0.03 -0.02],[nan nan],[ 0.01 -0.  ],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0152
Dataset 05,153,[nan nan],"[[ 0.   -0.01]
 [-0.   -0.01]]",[nan nan],"[[0.   0.02]
 [0.   0.01]]",[nan nan],"[[ 0.01 -0.04]
 [-0.01 -0.03]]",[0.01 0.03],[nan nan],[0.   0.01],[nan nan],[0.   0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0153
Dataset 05,154,[nan nan],"[[-0.   -0.02]
 [-0.02 -0.02]]",[nan nan],"[[0.   0.04]
 [0.04 0.04]]",[nan nan],"[[-0.   -0.09]
 [-0.1  -0.1 ]]",[-0.02  0.03],[nan nan],[-0.    0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0154
Dataset 05,155,[nan nan],"[[-0.01 -0.01]
 [-0.02 -0.02]]",[nan nan],"[[0.02 0.03]
 [0.03 0.04]]",[nan nan],"[[-0.05 -0.07]
 [-0.09 -0.1 ]]",[-0.04  0.04],[nan nan],[-0.01  0.01],[nan nan],[0.02 0.02],[nan nan],0.0,LPE10885_2023_10_20_4_0155
Dataset 05,156,[nan nan],"[[ 0.    0.02]
 [-0.02  0.01]]",[nan nan],"[[0.01 0.03]
 [0.03 0.03]]",[nan nan],"[[ 0.02  0.08]
 [-0.08  0.07]]",[-0.03 -0.04],[nan nan],[-0.01 -0.01],[nan nan],[0.01 0.01],[nan nan],0.0,LPE10885_2023_10_20_4_0156
