,model,key,neuron,split,cor
10402,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1244,Val,-0.06936725013241662
10403,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1244,Test,-0.047391428348242476
10404,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1245,Train,-0.12531206824233418
10405,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1245,Val,-0.07138038870157955
10406,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1245,Test,-0.07279877543860987
10407,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1246,Train,0.10640334435587398
10408,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1246,Val,0.01638708941166491
10409,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1246,Test,0.05153381921637412
10410,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1247,Train,0.020710238254527374
10411,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1247,Val,-0.037958866826684146
10412,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1247,Test,0.07379357211659059
10413,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1248,Train,-0.04633961118855476
10414,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1248,Val,-0.04459301468298014
10415,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1248,Test,-0.04155204264527802
10416,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1249,Train,-0.04644987201211903
10417,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1249,Val,-0.041237227040396764
10418,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1249,Test,-0.0075713795963917195
10419,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1250,Train,-0.032714103219964034
10420,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1250,Val,0.01018739689590059
10421,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1250,Test,-0.013734265486234801
10422,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1251,Train,0.05387102695993985
10423,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1251,Val,0.08276971079879678
10424,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1251,Test,0.08056495008645487
10425,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1252,Train,-0.03508683586876039
10426,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1252,Val,-0.02956319056801696
10427,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1252,Test,-0.05516388670528159
10428,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1253,Train,-0.2163020075476549
10429,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1253,Val,-0.2001930836350822
10430,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1253,Test,-0.2922327147013212
10431,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1254,Train,-0.06492145224019986
10432,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1254,Val,-0.010362841606948406
10433,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1254,Test,-0.06349044533833693
10434,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1255,Train,0.10501382987163682
10435,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1255,Val,0.11406060847564074
10436,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1255,Test,0.15137361861372328
10437,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1256,Train,-0.04185923489538631
10438,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1256,Val,0.030356702328667606
10439,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1256,Test,0.03733656247371885
10440,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1257,Train,-0.022506040660585418
10441,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1257,Val,0.009682145656814248
10442,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1257,Test,0.005705885709538947
10443,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1258,Train,-0.008122240777088433
10444,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1258,Val,-0.024116630589492795
10445,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1258,Test,-0.060901736450500434
10446,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1259,Train,0.042224832986794976
10447,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1259,Val,-0.005823579321094698
10448,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1259,Test,0.14103917332686694
10449,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1260,Train,0.11453544724510452
10450,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1260,Val,0.0632941250311708
10451,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1260,Test,0.182244136084841
10452,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1261,Train,0.08413324240768023
10453,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1261,Val,-0.02263755941028082
10454,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1261,Test,0.1623726097423947
10455,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1262,Train,0.030029200882443822
10456,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1262,Val,-0.025877867947166934
10457,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1262,Test,-0.028923359329081647
10458,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1263,Train,-0.004110757713332645
10459,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1263,Val,0.06939559892493982
10460,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1263,Test,-0.011291021074778054
10461,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1264,Train,0.06526913861899522
10462,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1264,Val,0.09223269195061894
10463,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1264,Test,0.11033598161867116
10464,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1265,Train,0.05241434680269756
10465,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1265,Val,-0.004551672714545235
10466,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1265,Test,0.03660643586376725
10467,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1266,Train,-0.13893686599968194
10468,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1266,Val,-0.1831893866382242
10469,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1266,Test,-0.16516950958358279
10470,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1267,Train,0.0931585941223255
10471,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1267,Val,0.14428238321883338
10472,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1267,Test,0.04467115106796135
10473,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1268,Train,0.12580970653222165
10474,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1268,Val,0.21417265494820564
10475,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1268,Test,0.1667272844340047
10476,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1269,Train,0.07374057970148819
10477,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1269,Val,0.14569457246138534
10478,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1269,Test,0.05390490484507607
10479,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1270,Train,-0.0006372854658601947
10480,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1270,Val,0.05786408998886819
10481,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1270,Test,-0.056845304321024165
10482,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1271,Train,-0.039661388558972964
10483,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1271,Val,-0.05669737763107148
10484,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1271,Test,-0.056783183055684076
10485,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1272,Train,-0.008722043114109202
10486,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1272,Val,0.01087727816994891
10487,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1272,Test,0.0052417742476284545
10488,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1273,Train,0.0895472863112177
10489,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1273,Val,0.09258610977849475
10490,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1273,Test,0.13702257246857796
10491,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1274,Train,-0.019762403430382266
10492,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1274,Val,-0.012935698465795687
10493,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1274,Test,-0.034666873157285526
10494,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1275,Train,0.07701538574197783
10495,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1275,Val,0.023989080114559056
10496,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1275,Test,0.08648803041069605
10497,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1276,Train,0.026198285520412423
10498,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1276,Val,-0.016372846446701176
10499,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1276,Test,0.06766662594527477
10500,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1277,Train,0.07916450173865638
10501,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1277,Val,0.1041952903693841
10502,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1277,Test,0.06189602084192791
10503,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1278,Train,0.14169482544161757
10504,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1278,Val,0.13731259430038947
10505,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1278,Test,0.11904491748231566
10506,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1279,Train,-0.10748059379085664
10507,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1279,Val,-0.10323770131439367
10508,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1279,Test,-0.11307103052771236
10509,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1280,Train,0.10275736164302678
10510,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1280,Val,0.04574115875353386
10511,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1280,Test,0.054700887979027064
10512,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1281,Train,0.056616507130596856
10513,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1281,Val,0.03572355604184286
10514,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1281,Test,-0.03422172661106272
10515,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1282,Train,0.09887185953196605
10516,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1282,Val,0.025198225234465892
10517,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1282,Test,0.11389393692141211
10518,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1283,Train,-0.022957491266395704
10519,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1283,Val,0.031148524761159826
10520,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1283,Test,-0.01232561785619831
10521,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1284,Train,0.044685691228373195
10522,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1284,Val,0.03223552232666493
10523,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1284,Test,-0.09029490191773396
10524,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1285,Train,0.05295731920323275
10525,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1285,Val,0.08272429871139046
10526,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1285,Test,0.03198556796865274
10527,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1286,Train,-0.04846352054684144
10528,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1286,Val,-0.0340428825130983
10529,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1286,Test,0.038285207764476456
10530,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1287,Train,0.07997736196117677
10531,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1287,Val,-0.08554235071621187
10532,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1287,Test,0.05335209133639669
10533,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1288,Train,-0.035700356748231916
10534,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1288,Val,-0.12375548430166983
10535,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1288,Test,-0.025322938304203492
10536,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1289,Train,0.05303693474002905
10537,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1289,Val,0.02009313359641809
10538,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1289,Test,-0.031335221755795145
10539,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1290,Train,-0.10107299411982447
10540,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1290,Val,-0.08967606310938622
10541,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1290,Test,-0.08192675412834277
10542,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1291,Train,0.05921659167427697
10543,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1291,Val,0.031108958740132843
10544,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1291,Test,0.04336734877958225
10545,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1292,Train,0.0716420623724024
10546,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1292,Val,0.09795102759252244
10547,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1292,Test,0.059441648903590605
10548,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1293,Train,0.005193611046940835
10549,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1293,Val,0.10878276535104903
10550,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1293,Test,-0.010304021647585551
10551,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1294,Train,0.17577888830846636
10552,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1294,Val,0.17874329169922043
10553,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1294,Test,0.12651757629121757
10554,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1295,Train,0.08483675713081247
10555,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1295,Val,0.031421627699512907
10556,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1295,Test,0.15456485869596237
10557,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1296,Train,-0.0796138700203871
10558,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1296,Val,-0.12232058711248597
10559,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1296,Test,-0.10197143229668242
10560,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1297,Train,-0.010759852008684042
10561,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1297,Val,-0.04364617009342811
10562,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1297,Test,0.0657411252100862
10563,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1298,Train,0.03269423451582942
10564,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1298,Val,0.013237510608984964
10565,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1298,Test,-0.017627775088048914
10566,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1299,Train,-0.016461886630534654
10567,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1299,Val,-0.03318902713713065
10568,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1299,Test,-0.05416767625323971
10569,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1300,Train,0.12254800404953964
10570,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1300,Val,0.1469808419995807
10571,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1300,Test,0.0941679459470047
10572,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1301,Train,0.08961541614805209
10573,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1301,Val,0.06248811961686428
10574,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1301,Test,0.10222311562158817
10575,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1302,Train,0.06292983385393286
10576,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1302,Val,-0.06484264405299536
10577,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1302,Test,0.027651649492457794
10578,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1303,Train,-0.06942944094025312
10579,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1303,Val,-0.017676870334459242
10580,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1303,Test,-0.10547447534353815
10581,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1304,Train,-0.13670442534241578
10582,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1304,Val,-0.09610916502297645
10583,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1304,Test,-0.11407496164426022
10584,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1305,Train,0.0394385426255624
10585,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1305,Val,-0.05453368547496311
10586,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1305,Test,-0.04503246604736018
10587,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1306,Train,0.0722250804826137
10588,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1306,Val,0.05293822946751761
10589,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1306,Test,0.14808551785379495
10590,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1307,Train,-0.019462045141716473
10591,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1307,Val,-0.007335500121810765
10592,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1307,Test,-0.01148747683641412
10593,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1308,Train,-0.1710409442547869
10594,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1308,Val,-0.17406400142768644
10595,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1308,Test,-0.16326082423443702
10596,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1309,Train,-0.01384635938252984
10597,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1309,Val,0.0018097622161636344
10598,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1309,Test,-0.045603867119593626
10599,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1310,Train,0.031113416524559026
10600,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1310,Val,-0.05892187899190929
10601,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1310,Test,0.014051800071597708
10602,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1311,Train,0.06816218097167644
10603,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1311,Val,0.12607568603341046
10604,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1311,Test,0.08645117381606168
10605,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1312,Train,0.11025258467559021
10606,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1312,Val,0.13960875741687329
10607,config_m4_ens0,LPE10883-LPE10883_2023_10_31-0,1312,Test,0.0750643337897648
10608,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,0,Train,0.0
10609,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,0,Val,0.0
10610,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,0,Test,0.0
10611,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,1,Train,0.0
10612,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,1,Val,0.0
10613,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,1,Test,0.0
10614,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,2,Train,0.0
10615,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,2,Val,0.0
10616,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,2,Test,0.0
10617,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,3,Train,0.0
10618,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,3,Val,0.0
10619,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,3,Test,0.0
10620,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,4,Train,0.0
10621,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,4,Val,0.0
10622,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,4,Test,0.0
10623,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,5,Train,0.0
10624,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,5,Val,0.0
10625,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,5,Test,0.0
10626,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,6,Train,0.0
10627,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,6,Val,0.0
10628,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,6,Test,0.0
10629,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,7,Train,0.0
10630,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,7,Val,0.0
10631,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,7,Test,0.0
10632,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,8,Train,0.0
10633,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,8,Val,0.0
10634,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,8,Test,0.0
10635,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,9,Train,0.0
10636,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,9,Val,0.0
10637,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,9,Test,0.0
10638,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,10,Train,0.0
10639,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,10,Val,0.0
10640,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,10,Test,0.0
10641,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,11,Train,0.0
10642,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,11,Val,0.0
10643,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,11,Test,0.0
10644,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,12,Train,0.0
10645,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,12,Val,0.0
10646,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,12,Test,0.0
10647,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,13,Train,0.0
10648,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,13,Val,0.0
10649,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,13,Test,0.0
10650,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,14,Train,0.0
10651,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,14,Val,0.0
10652,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,14,Test,0.0
10653,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,15,Train,0.0
10654,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,15,Val,0.0
10655,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,15,Test,0.0
10656,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,16,Train,0.0
10657,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,16,Val,0.0
10658,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,16,Test,0.0
10659,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,17,Train,0.0
10660,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,17,Val,0.0
10661,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,17,Test,0.0
10662,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,18,Train,0.0
10663,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,18,Val,0.0
10664,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,18,Test,0.0
10665,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,19,Train,0.0
10666,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,19,Val,0.0
10667,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,19,Test,0.0
10668,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,20,Train,0.0
10669,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,20,Val,0.0
10670,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,20,Test,0.0
10671,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,21,Train,0.0
10672,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,21,Val,0.0
10673,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,21,Test,0.0
10674,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,22,Train,0.0
10675,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,22,Val,0.0
10676,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,22,Test,0.0
10677,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,23,Train,0.0
10678,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,23,Val,0.0
10679,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,23,Test,0.0
10680,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,24,Train,0.0
10681,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,24,Val,0.0
10682,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,24,Test,0.0
10683,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,25,Train,0.0
10684,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,25,Val,0.0
10685,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,25,Test,0.0
10686,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,26,Train,0.0
10687,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,26,Val,0.0
10688,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,26,Test,0.0
10689,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,27,Train,0.0
10690,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,27,Val,0.0
10691,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,27,Test,0.0
10692,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,28,Train,0.0
10693,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,28,Val,0.0
10694,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,28,Test,0.0
10695,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,29,Train,0.0
10696,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,29,Val,0.0
10697,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,29,Test,0.0
10698,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,30,Train,0.0
10699,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,30,Val,0.0
10700,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,30,Test,0.0
10701,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,31,Train,0.0
10702,config_m4_ens0,LPE10884-LPE10884_2023_10_12-0,31,Val,0.0
